 TIME                    	Hours                    	Tout                     	Qdotout                  	Pel                      	Tm                       	Tcell                    	Eta_PV                   	Eta_PV_net               	
 HOURS              	NAV                 	øC                  	NAV                 	NAV                 	NAV                 	øC                  	                    	NAV                 	
  +1.4300000000000000E+02	  +1.4300000000000000E+02	  +2.0047000683953161E+01	  +9.7492200122230521E+00	  +5.4577819311292870E+01	  +2.0023500341976579E+01	  +2.0082443631046850E+01	  +1.6498736188419852E-01	  +1.6750911334792212E-01	
  +1.4400000000000000E+02	  +1.4400000000000000E+02	  +2.9221046286643027E+01	  -1.6157618341093223E+02	  +5.2447232383481122E+01	  +2.9610523143321515E+01	  +2.8633641744222771E+01	  +1.5854665170338914E-01	  +1.6096996004916483E-01	
  +1.4500000000000000E+02	  +1.4500000000000000E+02	  +3.8395096910272372E+01	  -3.3290054535469761E+02	  +5.0316643261297628E+01	  +3.9197548455136186E+01	  +3.7184848664599926E+01	  +1.5210593488904964E-01	  +1.5443080001548723E-01	
  +1.4600000000000000E+02	  +1.4600000000000000E+02	  +1.0329552600200669E+00	  +2.1426301163520279E+02	  +0.0000000000000000E+00	  +5.1647763001003344E-01	  +1.8119009168008602E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4700000000000000E+02	  +1.4700000000000000E+02	  +1.0156327024262172E+01	  +3.2426476068026091E+01	  +0.0000000000000000E+00	  +1.0078163512131086E+01	  +1.0274212339628221E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4800000000000000E+02	  +1.4800000000000000E+02	  +1.9330373701063831E+01	  -1.3889870455513332E+02	  +0.0000000000000000E+00	  +1.9665186850531917E+01	  +1.8825412336897497E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4900000000000000E+02	  +1.4900000000000000E+02	  +2.8504424159518209E+01	  -3.1022310076067868E+02	  +0.0000000000000000E+00	  +2.9252212079759104E+01	  +2.7376618967542182E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5000000000000000E+02	  +1.5000000000000000E+02	  +3.7678475372524566E+01	  -4.8154734045162365E+02	  +0.0000000000000000E+00	  +3.8839237686262280E+01	  +3.5927826921742188E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5100000000000000E+02	  +1.5100000000000000E+02	  +4.6412823072819567E+00	  +9.6272816790544800E+02	  +3.0153610397077489E+02	  +2.3206411536409783E+00	  +8.1412467637101926E+00	  +1.8230719708027499E-01	  +1.8509367378949934E-01	
  +1.5200000000000000E+02	  +1.5200000000000000E+02	  +1.3691809262799055E+01	  +7.6578163803018572E+02	  +2.9065621024808235E+02	  +1.1845904631399527E+01	  +1.6475781523964130E+01	  +1.7572926859013441E-01	  +1.7841520486636284E-01	
  +1.5300000000000000E+02	  +1.5300000000000000E+02	  +2.2742337424598212E+01	  +5.6883535837062675E+02	  +2.7977631376325360E+02	  +2.1371168712299106E+01	  +2.4810318400150535E+01	  +1.6915133843002031E-01	  +1.7173673424772809E-01	
  +1.5400000000000000E+02	  +1.5400000000000000E+02	  +3.1792863962465074E+01	  +3.7188874186334766E+02	  +2.6889642099689371E+02	  +3.0896431981232539E+01	  +3.3144852427806590E+01	  +1.6257341051807356E-01	  +1.6505826591162287E-01	
  +1.5500000000000000E+02	  +1.5500000000000000E+02	  +4.0843392377874309E+01	  +1.7494251480941580E+02	  +2.5801652393135032E+02	  +4.0421696188937155E+01	  +4.1479389748848980E+01	  +1.5599548000686234E-01	  +1.5837979493652465E-01	
  +1.5600000000000000E+02	  +1.5600000000000000E+02	  +3.9339776146901042E+00	  +8.1601393986085918E+02	  +2.4283255035626499E+02	  +1.9669888073450521E+00	  +6.9005676456815639E+00	  +1.8351915837081695E-01	  +1.8632415931799878E-01	
  +1.5700000000000000E+02	  +1.5700000000000000E+02	  +1.2984505883013382E+01	  +6.1906768229729983E+02	  +2.3411757914411561E+02	  +1.1492252941506692E+01	  +1.5235104708721321E+01	  +1.7693287420202206E-01	  +1.7963720700373134E-01	
  +1.5800000000000000E+02	  +1.5800000000000000E+02	  +2.2035032420881510E+01	  +4.2212106579028341E+02	  +2.2540261110589924E+02	  +2.1017516210440753E+01	  +2.3569638736379588E+01	  +1.7034659243190692E-01	  +1.7295025712480627E-01	
  +1.5900000000000000E+02	  +1.5900000000000000E+02	  +3.1085559917964780E+01	  +2.2517464825057263E+02	  +2.1668764130832807E+02	  +3.0542779958982390E+01	  +3.1904174446591657E+01	  +1.6376030933217053E-01	  +1.6626330589593732E-01	
  +1.6000000000000000E+02	  +1.6000000000000000E+02	  +4.0136087318379801E+01	  +2.8228210659238336E+01	  +2.0797267168806198E+02	  +4.0068043659189897E+01	  +4.0238709987238494E+01	  +1.5717402636643135E-01	  +1.5957635480311369E-01	
  +1.6100000000000000E+02	  +1.6100000000000000E+02	  +3.2266745324242616E+00	  +6.6930004584167705E+02	  +1.8280459529338449E+02	  +1.6133372662121308E+00	  +5.6598913523165866E+00	  +1.8420454987241480E-01	  +1.8702002669478018E-01	
  +1.6200000000000000E+02	  +1.6200000000000000E+02	  +1.2277200879297396E+01	  +4.7235338971710485E+02	  +1.7627882186037530E+02	  +1.1138600439648698E+01	  +1.3994425044951630E+01	  +1.7762880074604520E-01	  +1.8034377044593283E-01	
  +1.6300000000000000E+02	  +1.6300000000000000E+02	  +2.1327728590364618E+01	  +2.7540701656348506E+02	  +1.6975304655375348E+02	  +2.0663864295182307E+01	  +2.2328961130511722E+01	  +1.7105304973171451E-01	  +1.7366751228026781E-01	
  +1.6400000000000000E+02	  +1.6400000000000000E+02	  +3.0378256309374223E+01	  +7.8460645057331391E+01	  +1.6322727123622352E+02	  +3.0189128154687111E+01	  +3.0663497230003504E+01	  +1.6447729870639211E-01	  +1.6699125410344309E-01	
  +1.6500000000000000E+02	  +1.6500000000000000E+02	  +3.9428778974252957E+01	  -1.1848677481300933E+02	  +1.5670150286014200E+02	  +3.9714389487126482E+01	  +3.8998024464073218E+01	  +1.5790155467567712E-01	  +1.6031500302813501E-01	
  +1.6600000000000000E+02	  +1.6600000000000000E+02	  +2.5193693377107160E+00	  +5.2258571364339412E+02	  +1.2141700102063137E+02	  +1.2596846688553580E+00	  +4.4192113535191666E+00	  +1.8352025547253834E-01	  +1.8632527318815273E-01	
  +1.6700000000000000E+02	  +1.6700000000000000E+02	  +1.1569897449432398E+01	  +3.2563942359640487E+02	  +1.1710555646363026E+02	  +1.0784948724716198E+01	  +1.2753748141864957E+01	  +1.7700356176485832E-01	  +1.7970897499131039E-01	
  +1.6800000000000000E+02	  +1.6800000000000000E+02	  +2.0620424062913575E+01	  +1.2869282277359096E+02	  +1.1279411326611853E+02	  +2.0310212031456786E+01	  +2.1088282302155644E+01	  +1.7048687011202920E-01	  +1.7309267888072638E-01	
  +1.6900000000000000E+02	  +1.6900000000000000E+02	  +2.9670946903244161E+01	  -6.8254560703264303E+01	  +1.0848267349232813E+02	  +2.9835473451622079E+01	  +2.9422809843984446E+01	  +1.6397018363411145E-01	  +1.6647638802414971E-01	
  +1.7000000000000000E+02	  +1.7000000000000000E+02	  +3.8721474359461432E+01	  -2.6520098671969447E+02	  +1.0417122953012557E+02	  +3.9360737179730720E+01	  +3.7757345482513706E+01	  +1.5745349082546187E-01	  +1.5986009074007909E-01	
  +1.7100000000000000E+02	  +1.7100000000000000E+02	  +1.8130378301445216E+00	  +3.7607335063841180E+02	  +5.8789114048657673E+01	  +9.0651891507226079E-01	  +3.1802392937809172E+00	  +1.7771799893790105E-01	  +1.8043433198810302E-01	
  +1.7200000000000000E+02	  +1.7200000000000000E+02	  +1.0862592213105916E+01	  +1.7892508276646734E+02	  +5.6712935269088874E+01	  +1.0431296106552958E+01	  +1.1513068070074526E+01	  +1.7144176320764473E-01	  +1.7406216705176267E-01	
  +1.7300000000000000E+02	  +1.7300000000000000E+02	  +1.9913114996613444E+01	  -1.8022312497035490E+01	  +5.4636333255812602E+01	  +1.9956557498306722E+01	  +1.9847595512230328E+01	  +1.6516424805263785E-01	  +1.6768870313528766E-01	
  +1.7400000000000000E+02	  +1.7400000000000000E+02	  +2.8963643031861704E+01	  -2.1496861840669214E+02	  +5.2559728947294246E+01	  +2.9481821515930854E+01	  +2.8182132166434528E+01	  +1.5888672595917244E-01	  +1.6131523217430313E-01	
  +1.7500000000000000E+02	  +1.7500000000000000E+02	  +3.8014170485465321E+01	  -4.1191504496526511E+02	  +5.0483124892980214E+01	  +3.9007085242732657E+01	  +3.6516667800379182E+01	  +1.5260920463416025E-01	  +1.5494176199351728E-01	
  +1.7600000000000000E+02	  +1.7600000000000000E+02	  +1.1518055348423346E+00	  +2.3891579070774060E+02	  +0.0000000000000000E+00	  +5.7590276742116731E-01	  +2.0203755044691758E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7700000000000000E+02	  +1.7700000000000000E+02	  +1.0155287946956891E+01	  +3.2210943177717816E+01	  +0.0000000000000000E+00	  +1.0077643973478445E+01	  +1.0272389700066823E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7800000000000000E+02	  +1.7800000000000000E+02	  +1.9205810104883955E+01	  -1.6473658184818558E+02	  +0.0000000000000000E+00	  +1.9602905052441976E+01	  +1.8606916044895510E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7900000000000000E+02	  +1.7900000000000000E+02	  +2.8256338361196796E+01	  -3.6168284190303626E+02	  +0.0000000000000000E+00	  +2.9128169180598398E+01	  +2.6941453086867828E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8000000000000000E+02	  +1.8000000000000000E+02	  +3.7306865481748709E+01	  -5.5862933754559003E+02	  +0.0000000000000000E+00	  +3.8653432740874351E+01	  +3.5275988136608390E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8100000000000000E+02	  +1.8100000000000000E+02	  +5.3810739596119239E+00	  +1.1161810748665127E+03	  +2.9984213422090812E+02	  +2.6905369798059620E+00	  +9.4389110721065226E+00	  +1.8128303157249581E-01	  +1.8405385441078403E-01	
  +1.8200000000000000E+02	  +1.8200000000000000E+02	  +1.4488419710852957E+01	  +9.3102030838342216E+02	  +2.8883213721727554E+02	  +1.2244209855426480E+01	  +1.7873111357140036E+01	  +1.7462644329944105E-01	  +1.7729552342826510E-01	
  +1.8300000000000000E+02	  +1.8300000000000000E+02	  +2.3787678628509006E+01	  +7.8566755159838010E+02	  +2.7738269878782484E+02	  +2.1893839314254503E+01	  +2.6643945430326934E+01	  +1.6770417097208271E-01	  +1.7026744754008194E-01	
  +1.8400000000000000E+02	  +1.8400000000000000E+02	  +3.3086938697089614E+01	  +6.4031503354639062E+02	  +2.6593325772299511E+02	  +3.1543469348544807E+01	  +3.5414781522344022E+01	  +1.6078189705138762E-01	  +1.6323937003420858E-01	
  +1.8500000000000000E+02	  +1.8500000000000000E+02	  +4.2386197246456447E+01	  +4.9496220036814981E+02	  +2.5448382013685051E+02	  +4.1193098623228224E+01	  +4.4185614949516918E+01	  +1.5385962523388785E-01	  +1.5621129466367689E-01	
  +1.8600000000000000E+02	  +1.8600000000000000E+02	  +4.7366545680576264E+00	  +9.8251096839174977E+02	  +2.4136031175163316E+02	  +2.3683272840288132E+00	  +8.3085387011494269E+00	  +1.8240652339150026E-01	  +1.8519451825496552E-01	
  +1.8700000000000000E+02	  +1.8700000000000000E+02	  +1.3762374711120337E+01	  +7.8041883100446091E+02	  +2.3269084263041077E+02	  +1.1881187355560169E+01	  +1.6599559973483149E+01	  +1.7585462713906497E-01	  +1.7854247945960955E-01	
  +1.8800000000000000E+02	  +1.8800000000000000E+02	  +2.3061634770266640E+01	  +6.3506631099553977E+02	  +2.2351965731729265E+02	  +2.1530817385133318E+01	  +2.5370396048951577E+01	  +1.6892356205962264E-01	  +1.7150547642641126E-01	
  +1.8900000000000000E+02	  +1.8900000000000000E+02	  +3.2360893320768639E+01	  +4.8971347805276326E+02	  +2.1434847477127084E+02	  +3.1180446660384320E+01	  +3.4141229478115655E+01	  +1.6199249907139573E-01	  +1.6446847551639163E-01	
  +1.9000000000000000E+02	  +1.9000000000000000E+02	  +4.1660152974505998E+01	  +3.4436087395100236E+02	  +2.0517729020173797E+02	  +4.0830076487252995E+01	  +4.2912064842458570E+01	  +1.5506143455391322E-01	  +1.5743147305374250E-01	
  +1.9100000000000000E+02	  +1.9100000000000000E+02	  +4.0871853276425787E+00	  +8.4779338593512682E+02	  +1.8162275187448694E+02	  +2.0435926638212893E+00	  +7.1693084191727205E+00	  +1.8301365565748379E-01	  +1.8581093024183520E-01	
  +1.9200000000000000E+02	  +1.9200000000000000E+02	  +1.3036330843442702E+01	  +6.2981758844448905E+02	  +1.7523621698290191E+02	  +1.1518165421721351E+01	  +1.5326010575557440E+01	  +1.7657821138946181E-01	  +1.7927712334275556E-01	
  +1.9300000000000000E+02	  +1.9300000000000000E+02	  +2.2335589395080504E+01	  +4.8446475573730902E+02	  +1.6836882956793866E+02	  +2.1167794697540252E+01	  +2.4096844006713823E+01	  +1.6965823213214293E-01	  +1.7225137557307518E-01	
  +1.9400000000000000E+02	  +1.9400000000000000E+02	  +3.1634849305864506E+01	  +3.3911220495401221E+02	  +1.6150144028629572E+02	  +3.0817424652932253E+01	  +3.2867679821940790E+01	  +1.6273825099384895E-01	  +1.6522562589366988E-01	
  +1.9500000000000000E+02	  +1.9500000000000000E+02	  +4.0934107385433364E+01	  +1.9375927432689548E+02	  +1.5463405351968174E+02	  +4.0467053692716682E+01	  +4.1638512425043743E+01	  +1.5581827238984455E-01	  +1.5819987878728953E-01	
  +1.9600000000000000E+02	  +1.9600000000000000E+02	  +3.4328977307106059E+00	  +7.1207634530407313E+02	  +1.2058807395337995E+02	  +1.7164488653553029E+00	  +6.0216262855733991E+00	  +1.8226734273485481E-01	  +1.8505321028954405E-01	
  +1.9700000000000000E+02	  +1.9700000000000000E+02	  +1.2310285469390585E+01	  +4.7921603342148478E+02	  +1.1643373534157776E+02	  +1.1155142734695293E+01	  +1.4052458535308865E+01	  +1.7598811266864836E-01	  +1.7867800525027114E-01	
  +1.9800000000000000E+02	  +1.9800000000000000E+02	  +2.1609545361247982E+01	  +3.3386347871229520E+02	  +1.1189659390791688E+02	  +2.0804772680623991E+01	  +2.2823294317336778E+01	  +1.6913028099745597E-01	  +1.7171535496230611E-01	
  +1.9900000000000000E+02	  +1.9900000000000000E+02	  +3.0908803443092722E+01	  +1.8851054855725840E+02	  +1.0735945411664444E+02	  +3.0454401721546361E+01	  +3.1594126924431841E+01	  +1.6227245180871289E-01	  +1.6475270719473334E-01	
  +2.0000000000000000E+02	  +2.0000000000000000E+02	  +4.0208063194083792E+01	  +4.3157964628561835E+01	  +1.0282231281080436E+02	  +4.0104031597041896E+01	  +4.0364962459366936E+01	  +1.5541462033072001E-01	  +1.5779005710292079E-01	
  +2.0100000000000000E+02	  +2.0100000000000000E+02	  +2.7740127193036219E+00	  +5.7540567588649083E+02	  +5.8369125680472806E+01	  +1.3870063596518110E+00	  +4.8658798535241861E+00	  +1.7644838476563723E-01	  +1.7914531238162471E-01	
  +2.0200000000000000E+02	  +2.0200000000000000E+02	  +1.1584241416629133E+01	  +3.2861475247009622E+02	  +5.6397542770482758E+01	  +1.0792120708314567E+01	  +1.2778908812728691E+01	  +1.7048833969311594E-01	  +1.7309417092321150E-01	
  +2.0300000000000000E+02	  +2.0300000000000000E+02	  +2.0883499500754077E+01	  +1.8326182278803549E+02	  +5.4212232471282704E+01	  +2.0441749750377038E+01	  +2.1549741423823445E+01	  +1.6388220215018956E-01	  +1.6638706178568424E-01	
  +2.0400000000000000E+02	  +2.0400000000000000E+02	  +3.0182759424301942E+01	  +3.7909274652310913E+01	  +5.2026921368173788E+01	  +3.0091379712150971E+01	  +3.0320577261439428E+01	  +1.5727606217706708E-01	  +1.5967995018081657E-01	
  +2.0500000000000000E+02	  +2.0500000000000000E+02	  +3.9482015270223471E+01	  -1.0744411929400484E+02	  +4.9841612047167260E+01	  +3.9741007635111735E+01	  +3.9091405946514364E+01	  +1.5066992759119485E-01	  +1.5297284404554065E-01	
  +2.0600000000000000E+02	  +2.0600000000000000E+02	  +2.1107483181435005E+00	  +4.3782660193877109E+02	  +0.0000000000000000E+00	  +1.0553741590717503E+00	  +3.7024515589434008E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0700000000000000E+02	  +2.0700000000000000E+02	  +1.0893473469502343E+01	  +1.8533069514356944E+02	  +0.0000000000000000E+00	  +1.0446736734751171E+01	  +1.1567236705389439E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0800000000000000E+02	  +2.0800000000000000E+02	  +2.0157455247020287E+01	  +3.2660500149518754E+01	  +0.0000000000000000E+00	  +2.0078727623510144E+01	  +2.0276191348718843E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0900000000000000E+02	  +2.0900000000000000E+02	  +2.9456711294473788E+01	  -1.1269285199358552E+02	  +0.0000000000000000E+00	  +2.9728355647236896E+01	  +2.9047020387299860E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1000000000000000E+02	  +2.1000000000000000E+02	  +3.8755970238486078E+01	  -2.5804560331162622E+02	  +0.0000000000000000E+00	  +3.9377985119243036E+01	  +3.7817854506718092E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1100000000000000E+02	  +2.1100000000000000E+02	  +5.6129670241686798E+00	  +1.1642820026727004E+03	  +2.9931114710402750E+02	  +2.8064835120843399E+00	  +9.8456733710486706E+00	  +1.8096199945829955E-01	  +1.8372791547709053E-01	
  +2.1200000000000000E+02	  +2.1200000000000000E+02	  +1.4565467324710227E+01	  +9.4700207876914442E+02	  +2.8865571413009604E+02	  +1.2282733662355113E+01	  +1.8008260136170982E+01	  +1.7451977879691416E-01	  +1.7718722861077121E-01	
  +2.1300000000000000E+02	  +2.1300000000000000E+02	  +2.3739517700570609E+01	  +7.7567766543135826E+02	  +2.7749297734368071E+02	  +2.1869758850285304E+01	  +2.6559466621938014E+01	  +1.6777084482689278E-01	  +1.7033514047228729E-01	
  +2.1400000000000000E+02	  +2.1400000000000000E+02	  +3.2913569197052261E+01	  +6.0435348454089842E+02	  +2.6633023799127454E+02	  +3.1456784598526131E+01	  +3.5110675073380413E+01	  +1.6102190930548640E-01	  +1.6348305075870614E-01	
  +2.1500000000000000E+02	  +2.1500000000000000E+02	  +4.2087619255233314E+01	  +4.3302900530778004E+02	  +2.5516750193227907E+02	  +4.1043809627616653E+01	  +4.3661881001907950E+01	  +1.5427297577525939E-01	  +1.5663096306673863E-01	
  +2.1600000000000000E+02	  +2.1600000000000000E+02	  +5.0060431071609210E+00	  +1.0383894772897618E+03	  +2.4086620985266941E+02	  +2.5030215535804605E+00	  +8.7810715976539893E+00	  +1.8203310901803918E-01	  +1.8481539642468872E-01	
  +2.1700000000000000E+02	  +2.1700000000000000E+02	  +1.3848844655236833E+01	  +7.9835504892155461E+02	  +2.3253224284835085E+02	  +1.1924422327618416E+01	  +1.6751236408159858E+01	  +1.7573476636060370E-01	  +1.7842078666753131E-01	
  +2.1800000000000000E+02	  +2.1800000000000000E+02	  +2.3022896193769530E+01	  +6.2703087675362474E+02	  +2.2359071009583363E+02	  +2.1511448096884763E+01	  +2.5302444933363752E+01	  +1.6897725974594438E-01	  +1.7155999485571338E-01	
  +2.1900000000000000E+02	  +2.1900000000000000E+02	  +3.2196946251950330E+01	  +4.5570639752045406E+02	  +2.1464918005851990E+02	  +3.1098473125975165E+01	  +3.3853650861890848E+01	  +1.6221975518328285E-01	  +1.6469920512725708E-01	
  +2.2000000000000000E+02	  +2.2000000000000000E+02	  +4.1370997368764357E+01	  +2.8438213787660385E+02	  +2.0570764807950252E+02	  +4.0685498684382182E+01	  +4.2404858647360442E+01	  +1.5546224915319115E-01	  +1.5783841390894160E-01	
  +2.2100000000000000E+02	  +2.2100000000000000E+02	  +4.3930642567852161E+00	  +9.1124099406539494E+02	  +1.8120265139301077E+02	  +2.1965321283926080E+00	  +7.7058489002511017E+00	  +1.8259033796151830E-01	  +1.8538114234107664E-01	
  +2.2200000000000000E+02	  +2.2200000000000000E+02	  +1.3132223353910053E+01	  +6.4970830286477849E+02	  +1.7510451621511712E+02	  +1.1566111676955027E+01	  +1.5494215080006891E+01	  +1.7644550203054926E-01	  +1.7914238558593218E-01	
  +2.2300000000000000E+02	  +2.2300000000000000E+02	  +2.2306273248667317E+01	  +4.7838378973312223E+02	  +1.6840909297299808E+02	  +2.1153136624333658E+01	  +2.4045420721873697E+01	  +1.6969880388250511E-01	  +1.7229256744287993E-01	
  +2.2400000000000000E+02	  +2.2400000000000000E+02	  +3.1480324449899687E+01	  +3.0705954759993188E+02	  +1.6171366793653897E+02	  +3.0740162224949842E+01	  +3.2596628655421014E+01	  +1.6295210392637943E-01	  +1.6544274746411050E-01	
  +2.2500000000000000E+02	  +2.2500000000000000E+02	  +4.0654374884715921E+01	  +1.3573514649119267E+02	  +1.5501824395269168E+02	  +4.0327187442357960E+01	  +4.1147835244602170E+01	  +1.5620540503092673E-01	  +1.5859292856222587E-01	
  +2.2600000000000000E+02	  +2.2600000000000000E+02	  +3.7742960680585114E+00	  +7.8289164462883980E+02	  +1.2027829231472396E+02	  +1.8871480340292557E+00	  +6.6204711575409831E+00	  +1.8179911172116678E-01	  +1.8457782259287839E-01	
  +2.2700000000000000E+02	  +2.2700000000000000E+02	  +1.2415600245382032E+01	  +5.0106118194531905E+02	  +1.1633817370488450E+02	  +1.1207800122691015E+01	  +1.4237190581852557E+01	  +1.7584367246808419E-01	  +1.7853135735159545E-01	
  +2.2800000000000000E+02	  +2.2800000000000000E+02	  +2.1589651697545083E+01	  +3.2973699186197587E+02	  +1.1191464523115599E+02	  +2.0794825848772540E+01	  +2.2788398955555948E+01	  +1.6915756534334339E-01	  +1.7174305633613068E-01	
  +2.2900000000000000E+02	  +2.2900000000000000E+02	  +3.0763702295925199E+01	  +1.5841262468083391E+02	  +1.0749111753214206E+02	  +3.0381851147962600E+01	  +3.1339605831643578E+01	  +1.6247145938957383E-01	  +1.6495475650953492E-01	
  +2.3000000000000000E+02	  +2.3000000000000000E+02	  +3.9937748911926754E+01	  -1.2912568553920615E+01	  +1.0306759344670097E+02	  +3.9968874455963373E+01	  +3.9890805722263735E+01	  +1.5578535889767375E-01	  +1.5816646222829062E-01	
  +2.3100000000000000E+02	  +2.3100000000000000E+02	  +3.1498724681984678E+00	  +6.5336920912712344E+02	  +5.8204858409407223E+01	  +1.5749362340992339E+00	  +5.5251732904905477E+00	  +1.7595180897644264E-01	  +1.7864114667336628E-01	
  +2.3200000000000000E+02	  +2.3200000000000000E+02	  +1.1698978127974454E+01	  +3.5241426661119255E+02	  +5.6347397772197738E+01	  +1.0849489063987228E+01	  +1.2980167822216929E+01	  +1.7033675263663162E-01	  +1.7294026693240441E-01	
  +2.3300000000000000E+02	  +2.3300000000000000E+02	  +2.0873028203354711E+01	  +1.8108979094565686E+02	  +5.4216808889623245E+01	  +2.0436514101677353E+01	  +2.1531373780913491E+01	  +1.6389603654662407E-01	  +1.6640110763412980E-01	
  +2.3400000000000000E+02	  +2.3400000000000000E+02	  +3.0047079903518494E+01	  +9.7656523044098869E+00	  +5.2086219296946737E+01	  +3.0023539951759247E+01	  +3.0082582589633549E+01	  +1.5745531830999618E-01	  +1.5986194615642474E-01	
  +2.3500000000000000E+02	  +2.3500000000000000E+02	  +3.9221125502224403E+01	  -1.6155975194512629E+02	  +4.9955632370876174E+01	  +3.9610562751112198E+01	  +3.8633780695821230E+01	  +1.5101460813445033E-01	  +1.5332279286301148E-01	
  +2.3600000000000000E+02	  +2.3600000000000000E+02	  +2.5199817609263815E+00	  +5.2271274687286927E+02	  +0.0000000000000000E+00	  +1.2599908804631907E+00	  +4.4202856015809004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3700000000000000E+02	  +2.3700000000000000E+02	  +1.1009632719727220E+01	  +2.0942528253352640E+02	  +0.0000000000000000E+00	  +1.0504816359863611E+01	  +1.1770990982194483E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3800000000000000E+02	  +2.3800000000000000E+02	  +2.0156406240568394E+01	  +3.2442907684184824E+01	  +0.0000000000000000E+00	  +2.0078203120284197E+01	  +2.0274351292498132E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3900000000000000E+02	  +2.3900000000000000E+02	  +2.9330452916628566E+01	  -1.3888227309277914E+02	  +0.0000000000000000E+00	  +2.9665226458314283E+01	  +2.8825551288466766E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4000000000000000E+02	  +2.4000000000000000E+02	  +3.8504503374960180E+01	  -3.1020666932378907E+02	  +0.0000000000000000E+00	  +3.9252251687480090E+01	  +3.7376757918896118E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4100000000000000E+02	  +2.4100000000000000E+02	  +5.8240343084044426E+00	  +1.2080630972935257E+03	  +2.9882784671322713E+02	  +2.9120171542022213E+00	  +1.0215905287778556E+01	  +1.8066979849650974E-01	  +1.8343124836592492E-01	
  +2.4200000000000000E+02	  +2.4200000000000000E+02	  +1.4641360995963780E+01	  +9.6274449007795783E+02	  +2.8848193333261753E+02	  +1.2320680497981890E+01	  +1.8141384791077162E+01	  +1.7441471180932136E-01	  +1.7708055572544906E-01	
  +2.4300000000000000E+02	  +2.4300000000000000E+02	  +2.3691887951480879E+01	  +7.6579796020269589E+02	  +2.7760203960992504E+02	  +2.1845943975740440E+01	  +2.6475919551331103E+01	  +1.6783678331918078E-01	  +1.7040208680231259E-01	
  +2.4400000000000000E+02	  +2.4400000000000000E+02	  +3.2742416113314661E+01	  +5.6885168055031897E+02	  +2.6672214312501694E+02	  +3.1371208056657331E+01	  +3.4810456427578245E+01	  +1.6125885315901869E-01	  +1.6372361618362916E-01	
  +2.4500000000000000E+02	  +2.4500000000000000E+02	  +4.1792942651181498E+01	  +3.7190506404303477E+02	  +2.5584225035865705E+02	  +4.0896471325590753E+01	  +4.3144990455234250E+01	  +1.5468092524707197E-01	  +1.5704514784752391E-01	
  +2.4600000000000000E+02	  +2.4600000000000000E+02	  +5.2490926428145475E+00	  +1.0888045605961499E+03	  +2.4042041792140014E+02	  +2.6245463214072737E+00	  +9.2074033987721471E+00	  +1.8169620459597954E-01	  +1.8447334258263737E-01	
  +2.4700000000000000E+02	  +2.4700000000000000E+02	  +1.3934056303371928E+01	  +8.1603026203336924E+02	  +2.3237595098345741E+02	  +1.1967028151685964E+01	  +1.6900705673048535E+01	  +1.7561664977588981E-01	  +1.7830086472835224E-01	
  +2.4800000000000000E+02	  +2.4800000000000000E+02	  +2.2984584571729815E+01	  +6.1908400447698875E+02	  +2.2366097977124451E+02	  +2.1492292285864906E+01	  +2.5235242736148997E+01	  +1.6903036560704693E-01	  +1.7161391241403606E-01	
  +2.4900000000000000E+02	  +2.4900000000000000E+02	  +3.2035111109597928E+01	  +4.2213738796996904E+02	  +2.1494601173302820E+02	  +3.1017555554798964E+01	  +3.3569776763807241E+01	  +1.6244408383693182E-01	  +1.6492696253511102E-01	
  +2.5000000000000000E+02	  +2.5000000000000000E+02	  +4.1085638606750749E+01	  +2.2519097044468521E+02	  +2.0623104193532942E+02	  +4.0542819303375374E+01	  +4.1904312474141307E+01	  +1.5585780073709901E-01	  +1.5824001130614421E-01	
  +2.5100000000000000E+02	  +2.5100000000000000E+02	  +4.6704597556133063E+00	  +9.6878036415563611E+02	  +1.8082167064698933E+02	  +2.3352298778066531E+00	  +8.1924267590378275E+00	  +1.8220643958785704E-01	  +1.8499137626776335E-01	
